customer_id,email_open_rate,push_notification_ctr,customer_service_tickets,return_rate,nps_score,delivery_rating,cart_abandonment_count,days_since_last_purchase
C14291,0.0,0.027,2,0.145,5.0,,8,141
C14292,0.0,0.032,0,0.118,,2.2,9,245
C14293,0.404,0.08,0,0.0,9.0,3.9,1,4
C14294,0.125,0.012,2,0.277,,,4,365
C14295,0.223,0.089,0,0.204,5.0,3.9,1,46
C14296,0.195,0.056,0,0.074,6.0,4.7,3,60
C14297,0.253,0.057,1,0.049,,4.8,1,57
C14298,0.253,0.01,1,0.091,,,0,8
C14299,0.179,0.075,0,0.107,7.0,4.9,2,44
C14300,0.115,0.063,0,0.0,,3.1,0,35
C14301,0.255,0.073,0,0.106,7.0,3.8,0,1
C14302,0.081,0.013,1,0.184,6.0,1.5,10,275
C14303,0.048,0.036,0,0.117,,3.2,10,110
C14304,0.303,0.08,0,0.013,6.0,,5,66
C14305,0.314,0.077,1,0.089,7.0,,3,35
C14306,0.315,0.045,4,0.0,7.0,4.3,1,38
C14307,0.202,0.078,2,0.078,,,1,53
C14308,0.24,0.048,0,0.077,,,1,14
C14309,0.025,0.026,1,0.019,4.0,,0,9
C14310,0.1,0.017,5,0.05,,3.1,6,105
C14311,0.093,0.039,4,0.0,9.0,4.1,4,9
C14312,0.015,0.033,1,0.186,5.0,2.3,3,251
C14313,0.087,0.104,0,0.0,7.0,3.7,3,16
C14314,0.276,0.094,1,0.079,6.0,,2,13
C14315,0.052,0.0,2,0.275,,2.8,6,164
C14316,0.201,0.068,0,0.002,,3.5,0,14
C14317,0.02,0.022,1,0.225,,1.7,9,365
C14318,0.082,0.033,4,0.061,,,11,112
C14319,0.26,0.053,0,0.037,8.0,4.7,5,33
C14320,0.33,0.093,0,0.0,8.0,3.8,0,2
C14321,0.294,0.045,0,0.041,8.0,4.3,1,21
C14322,0.0,0.001,1,0.36,,,9,154
C14323,0.284,0.09,0,0.138,,4.1,3,31
C14324,0.042,0.017,3,0.287,2.0,,3,324
C14325,0.14,0.006,2,0.0,6.0,4.5,5,83
C14326,0.261,0.085,0,0.116,,3.4,4,25
C14327,0.242,0.056,0,0.084,9.0,4.1,4,87
C14328,0.078,0.022,1,0.232,,,2,235
C14329,0.09,0.019,0,0.198,5.0,1.4,9,169
C14330,0.139,0.045,0,0.095,,,7,365
C14331,0.151,0.076,0,0.0,8.0,4.7,1,5
C14332,0.13,0.01,0,0.116,,,10,101
C14333,0.099,0.039,0,0.293,1.0,3.5,3,317
C14334,0.292,0.027,2,0.044,8.0,,2,88
C14335,0.112,0.097,0,0.061,8.0,4.4,0,1
C14336,0.268,0.025,4,0.115,,4.4,5,11
C14337,0.0,0.016,1,0.198,,2.5,2,178
C14338,0.074,0.055,0,0.052,7.0,5.0,3,80
C14339,0.195,0.039,0,0.127,,4.9,1,70
C14340,0.144,0.002,2,0.177,2.0,,4,122
C14341,0.212,0.026,1,0.025,6.0,4.1,3,0
C14342,0.313,0.014,1,0.044,,3.5,0,38
C14343,0.212,0.071,2,0.075,6.0,3.7,5,40
C14344,0.0,0.021,2,0.123,,,6,93
C14345,0.124,0.0,0,0.272,,,4,365
C14346,0.321,0.048,2,0.0,8.0,3.6,1,62
C14347,0.226,0.053,0,0.016,,3.7,4,8
C14348,0.168,0.069,1,0.041,7.0,3.6,5,22
C14349,0.021,0.037,0,0.159,,4.2,7,112
C14350,0.053,0.036,0,0.242,,,5,113
C14351,0.158,0.043,3,0.118,7.0,4.4,0,0
C14352,0.255,0.037,1,0.083,8.0,5.0,2,6
C14353,0.103,0.0,1,0.303,,,7,98
C14354,0.246,0.046,3,0.147,6.0,4.5,5,22
C14355,0.307,0.045,4,0.105,6.0,5.0,1,25
C14356,0.052,0.032,1,0.248,,1.2,6,139
C14357,0.219,0.1,2,0.125,5.0,4.5,1,42
C14358,0.078,0.022,0,0.22,,3.7,6,131
C14359,0.256,0.027,1,0.005,6.0,5.0,0,11
C14360,0.01,0.037,2,0.324,4.0,2.3,3,131
C14361,0.344,0.069,1,0.048,8.0,,4,55
C14362,0.17,0.027,4,0.061,7.0,,1,53
C14363,0.267,0.064,0,0.048,9.0,5.0,4,54
C14364,0.272,0.0,0,0.129,7.0,,1,13
C14365,0.131,0.007,2,0.16,3.0,5.0,5,108
C14366,0.207,0.034,0,0.022,5.0,4.0,5,13
C14367,0.168,0.055,1,0.0,,3.6,4,31
C14368,0.119,0.0,4,0.249,,,8,257
C14369,0.007,0.016,4,0.246,,,4,212
C14370,0.101,0.04,3,0.145,,1.6,9,94
C14371,0.076,0.039,2,0.239,2.0,3.6,9,148
C14372,0.066,0.0,0,0.059,0.0,,9,365
C14373,0.278,0.058,3,0.083,,3.7,3,3
C14374,0.094,0.032,0,0.237,,,7,352
C14375,0.262,0.053,0,0.136,8.0,4.4,4,8
C14376,0.026,0.017,3,0.137,,3.1,5,359
C14377,0.159,0.094,1,0.071,9.0,4.1,1,23
C14378,0.153,0.081,1,0.117,5.0,3.5,0,14
C14379,0.238,0.075,1,0.159,,3.8,0,10
C14380,0.213,0.054,5,0.121,9.0,4.2,3,15
C14381,0.303,0.083,0,0.098,8.0,4.3,2,43
C14382,0.296,0.088,1,0.075,,5.0,4,48
C14383,0.276,0.068,0,0.066,,3.4,0,12
C14384,0.298,0.085,3,0.047,4.0,5.0,3,3
C14385,0.23,0.077,1,0.016,,5.0,1,87
C14386,0.198,0.068,2,0.103,5.0,3.7,0,15
C14387,0.182,0.067,3,0.124,9.0,3.6,3,3
C14388,0.137,0.072,0,0.035,6.0,4.5,0,73
C14389,0.281,0.064,1,0.114,6.0,3.5,0,41
C14390,0.282,0.041,0,0.055,6.0,,2,5
C14391,0.157,0.065,4,0.038,7.0,,5,11
C14392,0.323,0.079,1,0.16,7.0,3.4,2,8
C14393,0.226,0.009,0,0.028,,4.3,3,34
C14394,0.238,0.08,3,0.0,8.0,5.0,2,5
C14395,0.325,0.019,1,0.096,8.0,,0,12
C14396,0.268,0.093,4,0.045,8.0,4.1,4,68
C14397,0.214,0.058,2,0.125,8.0,4.5,3,7
C14398,0.228,0.035,0,0.053,6.0,3.2,0,64
C14399,0.141,0.113,2,0.073,9.0,4.9,1,28
C14400,0.111,0.047,3,0.093,6.0,4.6,2,71
C14401,0.055,0.026,1,0.404,,2.6,2,365
C14402,0.191,0.038,5,0.147,,4.1,5,219
C14403,0.111,0.004,1,0.162,4.0,4.1,10,91
C14404,0.37,0.062,2,0.098,,4.1,5,9
C14405,0.298,0.098,2,0.118,7.0,4.3,2,0
C14406,0.146,0.016,0,0.177,6.0,2.5,10,132
C14407,0.002,0.037,1,0.343,,,7,131
C14408,0.144,0.086,0,0.116,10.0,,1,41
C14409,0.345,0.038,0,0.047,8.0,4.0,4,38
C14410,0.136,0.035,3,0.106,,5.0,1,39
C14411,0.312,0.082,3,0.062,,3.4,4,64
C14412,0.294,0.024,0,0.058,9.0,5.0,5,75
C14413,0.052,0.013,3,0.242,,,11,365
C14414,0.286,0.117,1,0.052,9.0,3.5,1,29
C14415,0.302,0.047,2,0.094,6.0,3.6,1,2
C14416,0.238,0.014,1,0.01,4.0,,0,12
C14417,0.087,0.09,0,0.017,9.0,3.6,2,31
C14418,0.207,0.065,0,0.059,,5.0,5,22
C14419,0.0,0.021,0,0.217,1.0,,7,108
C14420,0.285,0.051,0,0.181,7.0,4.3,4,28
C14421,0.115,0.024,2,0.208,3.0,,5,141
C14422,0.206,0.093,0,0.012,,,4,8
C14423,0.217,0.054,0,0.008,6.0,3.9,5,12
C14424,0.182,0.071,1,0.063,5.0,5.0,2,47
C14425,0.179,0.088,0,0.032,6.0,3.7,4,79
C14426,0.057,0.023,1,0.193,,,5,357
C14427,0.129,0.015,0,0.254,,,6,219
C14428,0.186,0.027,2,0.056,,4.8,4,19
C14429,0.194,0.081,1,0.058,5.0,3.8,5,31
C14430,0.228,0.045,1,0.089,10.0,4.5,2,72
C14431,0.136,0.077,1,0.026,7.0,4.7,5,40
C14432,0.215,0.073,1,0.062,7.0,3.8,2,15
C14433,0.178,0.0,1,0.188,4.0,1.3,8,365
C14434,0.151,0.093,0,0.03,7.0,4.1,2,78
C14435,0.11,0.084,2,0.0,,,1,86
C14436,0.22,0.057,3,0.028,8.0,3.3,2,16
C14437,0.142,0.012,2,0.305,,,7,365
C14438,0.119,0.098,4,0.072,7.0,4.4,3,2
C14439,0.086,0.02,2,0.256,,,5,112
C14440,0.196,0.086,2,0.012,6.0,3.7,4,38
C14441,0.328,0.079,1,0.097,7.0,5.0,3,49
C14442,0.318,0.092,3,0.139,8.0,3.9,3,52
C14443,0.296,0.063,0,0.032,,4.3,1,5
C14444,0.197,0.071,2,0.081,7.0,4.8,4,9
C14445,0.067,0.08,0,0.136,,,4,15
C14446,0.345,0.06,5,0.065,,3.1,5,43
C14447,0.203,0.05,1,0.309,,,2,98
C14448,0.073,0.007,1,0.086,,,11,104
C14449,0.162,0.02,5,0.11,,4.1,4,81
C14450,0.278,0.063,1,0.018,6.0,5.0,2,34
C14451,0.107,0.014,0,0.094,,2.3,9,99
C14452,0.301,0.03,0,0.059,,4.2,1,46
C14453,0.071,0.032,1,0.17,,,6,111
C14454,0.083,0.009,0,0.203,7.0,,5,182
C14455,0.236,0.058,5,0.071,10.0,4.3,0,12
C14456,0.028,0.053,3,0.301,,5.0,3,105
C14457,0.322,0.006,1,0.163,5.0,3.4,0,45
C14458,0.34,0.037,0,0.098,9.0,4.3,1,7
C14459,0.269,0.053,0,0.038,5.0,3.7,3,0
C14460,0.162,0.02,0,0.0,5.0,,2,58
C14461,0.171,0.048,0,0.084,6.0,3.8,5,7
C14462,0.338,0.091,2,0.168,10.0,5.0,0,47
C14463,0.225,0.083,2,0.105,6.0,4.2,4,88
C14464,0.223,0.078,2,0.101,6.0,4.4,1,47
C14465,0.2,0.058,2,0.147,7.0,4.5,1,15
C14466,0.006,0.029,1,0.222,,5.0,3,252
C14467,0.195,0.124,0,0.038,9.0,4.6,4,19
C14468,0.257,0.076,3,0.06,,4.3,4,29
C14469,0.237,0.046,2,0.079,8.0,5.0,3,74
C14470,0.177,0.046,2,0.101,6.0,4.0,5,12
C14471,0.363,0.056,0,0.021,8.0,5.0,5,36
C14472,0.065,0.003,3,0.147,4.0,,2,251
C14473,0.195,0.114,0,0.07,,5.0,5,73
C14474,0.305,0.137,0,0.068,7.0,3.9,3,60
C14475,0.113,0.069,1,0.026,8.0,4.2,5,8
C14476,0.087,0.034,3,0.018,6.0,,2,125
C14477,0.188,0.118,1,0.073,7.0,5.0,2,2
C14478,0.346,0.027,2,0.0,6.0,3.7,3,58
C14479,0.226,0.133,0,0.054,8.0,3.4,1,9
C14480,0.193,0.075,1,0.087,7.0,3.8,5,71
C14481,0.024,0.04,2,0.129,3.0,,3,233
C14482,0.261,0.048,0,0.096,,4.0,0,24
C14483,0.131,0.017,0,0.247,,,11,92
C14484,0.15,0.061,0,0.051,,4.8,3,47
C14485,0.062,0.002,0,0.109,,,6,99
C14486,0.256,0.032,2,0.091,8.0,4.1,1,17
C14487,0.231,0.037,2,0.1,6.0,4.5,0,68
C14488,0.165,0.02,3,0.199,,3.0,7,124
C14489,0.252,0.043,1,0.064,7.0,4.7,4,87
C14490,0.129,0.099,1,0.056,8.0,5.0,5,5
C14491,0.144,0.012,1,0.071,9.0,3.4,4,275
C14492,0.105,0.008,0,0.212,,2.5,4,171
C14493,0.168,0.0,5,0.229,,1.6,8,114
C14494,0.022,0.015,0,0.204,,,11,193
C14495,0.101,0.005,1,0.263,,,6,234
C14496,0.09,0.1,0,0.125,6.0,4.6,5,45
C14497,0.28,0.11,2,0.121,7.0,4.3,2,23
C14498,0.197,0.048,3,0.028,5.0,,3,32
C14499,0.243,0.065,0,0.086,6.0,4.8,0,88
C14500,0.286,0.053,3,0.039,7.0,4.5,1,77
C14501,0.072,0.026,3,0.19,,3.1,2,177
C14502,0.367,0.059,0,0.129,7.0,4.4,5,1
C14503,0.223,0.023,0,0.032,8.0,,4,59
C14504,0.042,0.024,1,0.346,4.0,4.0,7,108
C14505,0.2,0.043,1,0.112,8.0,,5,16
C14506,0.317,0.069,1,0.023,7.0,4.2,0,89
C14507,0.136,0.049,1,0.128,9.0,,3,13
C14508,0.091,0.103,0,0.067,9.0,,0,72
C14509,0.392,0.051,0,0.032,8.0,,3,73
C14510,0.171,0.087,0,0.029,7.0,3.5,5,5
C14511,0.0,0.019,1,0.221,,,9,323
C14512,0.219,0.077,0,0.104,6.0,5.0,0,83
C14513,0.156,0.065,1,0.028,,4.9,5,51
C14514,0.0,0.023,1,0.074,,,10,264
C14515,0.122,0.04,0,0.406,,4.0,7,151
C14516,0.266,0.061,3,0.13,7.0,,4,4
C14517,0.308,0.025,0,0.044,8.0,3.9,2,79
C14518,0.162,0.066,1,0.099,7.0,4.3,2,24
C14519,0.217,0.069,2,0.121,5.0,4.2,2,78
C14520,0.0,0.031,4,0.138,7.0,1.0,8,365
C14521,0.169,0.095,0,0.087,8.0,,3,53
C14522,0.187,0.049,1,0.151,8.0,4.7,5,12
C14523,0.121,0.042,2,0.109,2.0,,8,249
C14524,0.21,0.095,2,0.074,5.0,3.8,2,86
C14525,0.106,0.018,2,0.02,,,8,214
C14526,0.151,0.029,0,0.042,,2.3,10,114
C14527,0.285,0.08,2,0.086,8.0,,2,27
C14528,0.013,0.066,1,0.175,6.0,4.2,3,86
C14529,0.07,0.045,0,0.277,,3.0,4,297
C14530,0.178,0.079,1,0.073,6.0,4.7,2,53
C14531,0.2,0.084,2,0.05,6.0,3.9,3,6
C14532,0.138,0.001,1,0.032,4.0,,9,365
C14533,0.135,0.006,2,0.13,,3.4,8,176
C14534,0.046,0.046,2,0.096,,,1,55
C14535,0.336,0.049,1,0.051,3.0,3.6,1,21
C14536,0.18,0.036,0,0.062,,4.2,0,42
C14537,0.264,0.11,0,0.126,5.0,4.1,3,10
C14538,0.222,0.087,0,0.075,10.0,4.0,1,36
C14539,0.203,0.058,2,0.095,7.0,4.7,3,39
C14540,0.21,0.019,0,0.128,10.0,4.6,3,14
C14541,0.177,0.032,0,0.016,9.0,,2,0
C14542,0.091,0.007,3,0.06,,,3,365
C14543,0.054,0.018,2,0.0,4.0,,3,365
C14544,0.225,0.078,0,0.049,7.0,,1,27
C14545,0.132,0.046,0,0.091,7.0,3.4,0,36
C14546,0.015,0.014,1,0.348,,,9,130
C14547,0.07,0.035,1,0.143,,2.0,8,222
C14548,0.098,0.011,0,0.244,,2.4,5,365
C14549,0.226,0.095,4,0.0,7.0,4.5,4,76
C14550,0.294,0.031,0,0.116,7.0,4.1,2,19
C14551,0.193,0.042,0,0.003,7.0,3.3,0,20
C14552,0.339,0.052,1,0.0,8.0,4.4,0,57
C14553,0.16,0.086,0,0.087,9.0,4.2,3,20
C14554,0.312,0.04,0,0.035,,,1,57
C14555,0.217,0.026,0,0.052,7.0,3.6,2,39
C14556,0.088,0.062,1,0.033,,,5,43
C14557,0.183,0.108,2,0.01,,5.0,1,80
C14558,0.295,0.078,1,0.01,,3.5,1,36
C14559,0.205,0.081,0,0.083,,,3,58
C14560,0.184,0.08,2,0.038,4.0,,3,11
C14561,0.136,0.013,0,0.269,,,8,333
C14562,0.291,0.088,1,0.03,,3.9,3,5
C14563,0.203,0.069,1,0.088,6.0,4.5,5,4
C14564,0.14,0.015,0,0.191,,4.0,4,307
C14565,0.0,0.046,4,0.201,,,7,195
C14566,0.009,0.029,1,0.299,5.0,,2,122
C14567,0.382,0.065,0,0.146,6.0,3.8,2,22
C14568,0.15,0.001,2,0.338,,2.6,8,176
C14569,0.116,0.07,2,0.0,7.0,4.2,1,43
C14570,0.227,0.008,1,0.124,6.0,3.9,4,38
C14571,0.343,0.047,1,0.115,9.0,4.3,0,43
C14572,0.222,0.083,3,0.049,6.0,3.5,4,6
C14573,0.229,0.022,1,0.019,5.0,3.9,0,79
C14574,0.254,0.085,1,0.0,8.0,4.7,4,22
C14575,0.17,0.049,5,0.05,,5.0,3,48
C14576,0.315,0.049,1,0.044,5.0,4.8,4,54
C14577,0.219,0.079,0,0.156,6.0,3.9,4,45
C14578,0.037,0.014,3,0.083,,,10,118
C14579,0.13,0.007,2,0.119,6.0,2.4,10,96
C14580,0.211,0.032,0,0.134,,,0,47
C14581,0.1,0.064,0,0.112,6.0,3.7,5,48
C14582,0.139,0.054,1,0.109,4.0,4.2,5,42
C14583,0.083,0.001,0,0.194,,2.0,9,255
C14584,0.112,0.0,0,0.101,10.0,2.6,0,3
C14585,0.283,0.081,0,0.0,9.0,,2,57
C14586,0.153,0.061,1,0.22,0.0,2.5,11,115
C14587,0.215,0.039,1,0.0,5.0,4.0,0,64
C14588,0.122,0.027,0,0.081,8.0,3.3,3,15
C14589,0.382,0.067,2,0.123,9.0,3.2,5,74
C14590,0.218,0.062,1,0.006,7.0,2.6,0,15
C14591,0.053,0.028,2,0.086,,2.2,11,140
C14592,0.351,0.062,0,0.07,5.0,2.7,2,13
C14593,0.195,0.0,0,0.151,10.0,3.4,2,68
C14594,0.2,0.038,1,0.081,7.0,4.0,2,62
C14595,0.183,0.098,0,0.0,6.0,3.8,0,56
C14596,0.194,0.061,0,0.0,8.0,3.7,3,28
C14597,0.323,0.091,0,0.085,,,1,42
C14598,0.225,0.098,1,0.054,,4.9,4,11
C14599,0.091,0.032,0,0.0,6.0,4.2,2,73
C14600,0.19,0.025,0,0.07,8.0,,5,35
C14601,0.196,0.044,0,0.165,10.0,3.4,4,61
C14602,0.304,0.056,0,0.0,6.0,3.9,0,61
C14603,0.0,0.017,1,0.273,,2.4,6,365
C14604,0.178,0.025,1,0.123,5.0,1.8,5,109
C14605,0.155,0.11,0,0.0,9.0,3.5,2,0
C14606,0.059,0.02,1,0.109,7.0,4.0,3,128
C14607,0.136,0.044,0,0.034,,3.1,0,21
C14608,0.094,0.035,3,0.228,,,5,365
C14609,0.446,0.074,1,0.134,9.0,,3,34
C14610,0.158,0.007,2,0.153,,3.2,10,163
C14611,0.171,0.137,1,0.086,9.0,3.9,4,17
C14612,0.188,0.095,0,0.068,8.0,2.4,3,15
C14613,0.087,0.091,1,0.153,5.0,3.9,2,23
C14614,0.292,0.067,0,0.093,6.0,3.8,5,20
C14615,0.058,0.004,2,0.198,,1.9,10,110
C14616,0.228,0.112,1,0.006,,3.9,5,32
C14617,0.024,0.0,0,0.328,,2.3,3,163
C14618,0.174,0.032,1,0.026,7.0,3.9,4,7
C14619,0.327,0.094,0,0.03,,,4,87
C14620,0.279,0.026,1,0.071,7.0,4.9,4,24
C14621,0.337,0.046,0,0.001,8.0,4.6,2,30
C14622,0.135,0.01,1,0.26,,,4,166
C14623,0.285,0.009,3,0.067,7.0,3.9,5,15
C14624,0.06,0.0,2,0.084,,3.4,7,108
C14625,0.092,0.017,0,0.353,5.0,2.7,2,152
C14626,0.265,0.086,0,0.039,6.0,4.5,2,26
C14627,0.05,0.0,0,0.257,,,9,102
C14628,0.146,0.0,2,0.237,,,6,168
C14629,0.224,0.06,1,0.118,8.0,4.2,4,31
C14630,0.047,0.054,3,0.02,8.0,4.5,4,15
C14631,0.289,0.084,1,0.036,7.0,4.7,4,29
C14632,0.196,0.041,0,0.051,,4.6,1,8
C14633,0.241,0.049,4,0.073,,4.8,5,41
C14634,0.297,0.004,1,0.007,,3.6,4,26
C14635,0.168,0.072,3,0.117,5.0,4.3,1,71
C14636,0.23,0.056,0,0.006,6.0,3.8,1,61
C14637,0.295,0.013,0,0.111,,4.3,5,9
C14638,0.135,0.074,0,0.0,7.0,4.3,2,89
C14639,0.282,0.013,0,0.193,6.0,5.0,3,62
C14640,0.263,0.07,1,0.126,,4.3,2,56
C14641,0.065,0.034,0,0.041,,,3,5
C14642,0.147,0.0,2,0.191,6.0,,4,187
C14643,0.172,0.039,2,0.117,7.0,5.0,1,5
C14644,0.084,0.083,0,0.09,,4.2,5,29
C14645,0.266,0.049,0,0.159,7.0,,3,67
C14646,0.072,0.014,0,0.332,4.0,,9,284
C14647,0.183,0.029,2,0.0,5.0,5.0,0,12
C14648,0.168,0.063,0,0.052,,4.2,3,14
C14649,0.259,0.061,1,0.034,,3.5,0,4
C14650,0.178,0.065,0,0.144,,4.3,5,24
C14651,0.251,0.064,0,0.143,10.0,4.3,2,86
C14652,0.213,0.082,0,0.0,,3.7,3,11
C14653,0.085,0.014,1,0.035,,,4,365
C14654,0.229,0.024,0,0.093,7.0,3.5,5,2
C14655,0.021,0.059,1,0.085,7.0,4.2,0,41
C14656,0.145,0.043,5,0.13,,3.4,11,103
C14657,0.121,0.054,0,0.052,5.0,4.7,0,88
C14658,0.277,0.061,1,0.147,7.0,3.6,1,6
C14659,0.101,0.089,1,0.09,6.0,4.4,4,26
C14660,0.103,0.084,0,0.099,8.0,4.0,5,19
C14661,0.29,0.01,1,0.165,9.0,,1,1
C14662,0.145,0.03,2,0.037,5.0,,3,3
C14663,0.083,0.084,2,0.1,8.0,,5,67
C14664,0.137,0.078,0,0.126,,3.9,0,3
C14665,0.159,0.034,4,0.047,,,8,156
C14666,0.17,0.027,0,0.088,,5.0,0,20
C14667,0.215,0.051,1,0.046,8.0,3.3,2,68
C14668,0.122,0.007,2,0.237,2.0,2.9,10,339
C14669,0.094,0.039,1,0.141,6.0,,10,365
C14670,0.129,0.065,1,0.133,8.0,5.0,4,8
C14671,0.253,0.062,1,0.048,,4.2,4,30
C14672,0.047,0.016,2,0.173,7.0,1.6,10,123
C14673,0.135,0.092,0,0.156,7.0,,2,4
C14674,0.215,0.101,1,0.051,6.0,3.9,2,2
C14675,0.245,0.031,0,0.17,7.0,3.6,2,48
C14676,0.288,0.03,0,0.0,8.0,4.2,3,38
C14677,0.069,0.01,2,0.138,1.0,,11,208
C14678,0.13,0.015,2,0.283,,,5,226
C14679,0.224,0.09,3,0.09,6.0,4.0,4,5
C14680,0.348,0.067,0,0.113,7.0,4.3,2,34
C14681,0.391,0.119,1,0.059,5.0,4.3,4,27
C14682,0.232,0.017,1,0.014,,4.0,5,0
C14683,0.074,0.01,1,0.138,4.0,1.0,9,157
C14684,0.314,0.091,1,0.093,7.0,4.6,1,77
C14685,0.189,0.033,0,0.035,7.0,,1,12
C14686,0.12,0.049,5,0.088,,2.8,9,153
C14687,0.237,0.07,0,0.07,7.0,4.4,2,38
C14688,0.07,0.0,0,0.163,,,8,252
C14689,0.165,0.002,1,0.196,6.0,4.0,6,231
C14690,0.251,0.048,0,0.012,7.0,4.8,4,7
C14691,0.195,0.069,2,0.094,6.0,,5,45
C14692,0.207,0.081,2,0.094,8.0,3.9,1,54
C14693,0.066,0.041,0,0.142,7.0,4.4,0,19
C14694,0.149,0.049,4,0.053,9.0,4.2,2,28
C14695,0.117,0.003,1,0.211,,2.8,8,130
C14696,0.244,0.111,0,0.155,4.0,,3,16
C14697,0.07,0.034,1,0.142,9.0,,2,127
C14698,0.286,0.066,0,0.0,5.0,3.2,0,47
C14699,0.032,0.054,1,0.17,,,5,116
C14700,0.339,0.099,2,0.033,,4.0,4,4
C14701,0.106,0.117,0,0.094,8.0,4.2,1,0
C14702,0.187,0.032,0,0.088,10.0,4.6,5,12
C14703,0.283,0.026,0,0.089,6.0,4.9,0,58
C14704,0.257,0.044,0,0.092,4.0,4.4,5,82
C14705,0.045,0.021,2,0.069,,,9,146
C14706,0.12,0.0,0,0.104,5.0,4.8,4,6
C14707,0.167,0.077,0,0.026,4.0,3.8,0,36
C14708,0.26,0.021,1,0.0,8.0,3.7,1,47
C14709,0.099,0.058,0,0.075,7.0,3.9,5,20
C14710,0.058,0.026,1,0.241,,3.4,3,177
C14711,0.142,0.0,5,0.267,,1.9,7,349
C14712,0.212,0.006,1,0.084,5.0,3.9,6,274
C14713,0.305,0.068,2,0.049,6.0,,4,41
C14714,0.341,0.032,3,0.073,4.0,3.0,1,62
C14715,0.219,0.047,1,0.137,8.0,4.1,0,37
C14716,0.153,0.052,3,0.0,5.0,3.5,5,41
C14717,0.266,0.069,1,0.066,10.0,4.1,1,16
C14718,0.246,0.061,0,0.099,,5.0,4,15
C14719,0.283,0.062,1,0.0,,5.0,4,83
C14720,0.115,0.006,1,0.301,,2.9,2,167
C14721,0.041,0.028,0,0.126,8.0,4.0,3,46
C14722,0.153,0.056,2,0.07,5.0,4.5,3,89
C14723,0.14,0.0,2,0.186,6.0,,11,145
C14724,0.246,0.085,2,0.074,5.0,4.6,3,10
C14725,0.007,0.0,3,0.441,5.0,,9,135
C14726,0.356,0.115,1,0.036,,3.5,3,5
C14727,0.241,0.112,0,0.149,8.0,3.6,5,32
C14728,0.116,0.0,2,0.109,5.0,,7,108
C14729,0.115,0.038,0,0.12,6.0,3.9,0,19
C14730,0.148,0.034,2,0.203,,3.0,5,145
C14731,0.066,0.014,0,0.353,4.0,,8,189
C14732,0.0,0.019,4,0.058,4.0,2.6,10,117
C14733,0.102,0.078,1,0.059,,3.2,0,61
C14734,0.083,0.0,1,0.039,,,5,97
C14735,0.253,0.09,3,0.104,,4.3,2,1
C14736,0.188,0.027,0,0.053,9.0,4.8,3,76
C14737,0.276,0.032,1,0.06,8.0,4.0,5,64
C14738,0.192,0.038,1,0.066,7.0,4.9,5,26
C14739,0.271,0.073,0,0.0,,5.0,1,80
C14740,0.001,0.037,1,0.156,2.0,2.6,11,114
C14741,0.346,0.086,2,0.13,,3.4,3,70
C14742,0.201,0.025,0,0.02,5.0,3.0,3,39
C14743,0.365,0.083,0,0.047,,4.1,5,31
C14744,0.218,0.058,5,0.102,8.0,4.1,2,68
C14745,0.017,0.011,1,0.121,,2.5,7,176
C14746,0.01,0.018,0,0.108,,3.1,10,165
C14747,0.103,0.051,3,0.028,5.0,3.8,0,39
C14748,0.127,0.016,3,0.2,4.0,,8,365
C14749,0.032,0.015,2,0.121,,3.0,6,172
C14750,0.16,0.075,0,0.211,,,4,17
C14751,0.169,0.062,0,0.093,9.0,3.6,4,12
C14752,0.217,0.065,1,0.117,6.0,4.4,0,36
C14753,0.137,0.015,0,0.032,7.0,,0,68
C14754,0.209,0.02,1,0.196,6.0,4.5,3,84
C14755,0.034,0.033,1,0.217,5.0,2.9,10,176
C14756,0.301,0.044,2,0.078,,3.5,4,7
C14757,0.137,0.0,2,0.305,,2.6,7,208
C14758,0.058,0.024,3,0.0,4.0,,11,232
C14759,0.256,0.098,0,0.133,7.0,4.3,5,47
C14760,0.179,0.137,0,0.032,,4.4,1,60
C14761,0.175,0.011,0,0.074,7.0,4.4,0,41
C14762,0.056,0.024,2,0.204,5.0,5.0,10,230
C14763,0.258,0.033,0,0.066,7.0,4.2,3,60
C14764,0.141,0.042,1,0.047,6.0,3.5,1,60
C14765,0.193,0.07,1,0.045,,4.6,3,25
C14766,0.385,0.067,5,0.0,8.0,,4,89
C14767,0.091,0.061,0,0.077,4.0,4.5,0,4
C14768,0.278,0.092,1,0.108,4.0,4.7,1,7
C14769,0.26,0.054,5,0.087,7.0,3.4,0,30
C14770,0.089,0.028,0,0.223,,4.0,11,92
C14771,0.093,0.12,0,0.094,,4.5,1,25
C14772,0.195,0.013,1,0.0,5.0,,3,82
C14773,0.001,0.015,2,0.162,0.0,,9,188
C14774,0.265,0.087,4,0.099,7.0,3.7,2,17
C14775,0.19,0.048,1,0.151,,4.8,1,39
C14776,0.152,0.022,3,0.307,,,6,159
C14777,0.201,0.054,1,0.0,,3.1,1,11
C14778,0.259,0.063,1,0.045,,4.8,5,32
C14779,0.105,0.068,1,0.015,8.0,,4,27
C14780,0.05,0.065,0,0.122,7.0,2.9,4,16
C14781,0.218,0.113,0,0.035,6.0,4.5,4,23
C14782,0.337,0.07,1,0.066,6.0,3.9,2,43
C14783,0.231,0.063,1,0.072,5.0,4.9,5,33
C14784,0.094,0.015,1,0.288,2.0,4.2,2,204
C14785,0.304,0.076,0,0.054,,3.6,0,88
